,Team,Year,Round,Goals / 90,Opponent Goals / 90,Goals / 90 Difference,Assists / 90,Opponent Assists / 90,Assists / 90 Difference,Goals Minus Penalty Kicks / 90,Opponent Goals Minus Penalty Kicks / 90,Goals Minus Penalty Kicks / 90 Difference,GDP Per Capita,GDP Growth Rate (%),Population Density,Population Density Growth Rate (%),Life Expectancy,Life Expectancy Growth Rate (%),Birth Rate,Birth Rate Growth Rate (%),Death Rate,Death Rate Growth Rate (%),Unemployment Rate,Opponent GDP Per Capita,GDP Per Capita Difference,Opponent GDP Growth Rate (%),GDP Growth Rate (%) Difference,Opponent Population Density,Population Density Difference,Opponent Population Density Growth Rate (%),Population Density Growth Rate (%) Difference,Opponent Life Expectancy,Life Expectancy Difference,Opponent Life Expectancy Growth Rate (%),Life Expectancy Growth Rate (%) Difference,Opponent Birth Rate,Birth Rate Difference,Opponent Birth Rate Growth Rate (%),Birth Rate Growth Rate (%) Difference,Opponent Death Rate,Death Rate Difference,Opponent Death Rate Growth Rate (%),Death Rate Growth Rate (%) Difference,Opponent Unemployment Rate,Unemployment Rate Difference,Result
16,United States,1950.0,Group stage,1.33,0.67,0.66,,,,1.0,0.67,0.3299999999999999,,,15.32,1.56,68.33,0.28,24.211,-0.23,9.619,-0.31,,,,,,206.36,-191.04,0.43,1.13,68.93,-0.6000000000000085,0.35,-0.0699999999999999,14.641,9.57,1.74,-1.97,11.801,-2.1820000000000004,-0.23,-0.0799999999999999,,,WIN
17,England,1950.0,Group stage,0.67,1.33,-0.66,,,,0.67,1.0,-0.3299999999999999,,,206.36,0.43,68.93,0.35,14.641,1.74,11.801,-0.23,,,,,,15.32,191.04,1.56,-1.13,68.33,0.6000000000000085,0.28,0.0699999999999999,24.211,-9.57,-0.23,1.97,9.619,2.1820000000000004,-0.31,0.0799999999999999,,,LOSS
18,Sweden,1950.0,Group stage,2.2,1.0,1.2000000000000002,,,,2.0,1.0,1.0,,,15.8,0.77,71.45,0.29,15.741,-1.19,9.741,-0.01,,,,,,3.78,12.02,2.28,-1.5099999999999998,62.5,8.950000000000003,0.18,0.1099999999999999,45.049,-29.308,-0.75,-0.4399999999999999,8.916,0.8249999999999993,-0.61,0.6,,,DRAW
19,Paraguay,1950.0,Group stage,1.0,2.2,-1.2000000000000002,,,,1.0,2.0,-1.0,,,3.78,2.28,62.5,0.18,45.049,-0.75,8.916,-0.61,,,,,,15.8,-12.02,0.77,1.5099999999999998,71.45,-8.950000000000003,0.29,-0.1099999999999999,15.741,29.308,-1.19,0.4399999999999999,9.741,-0.8249999999999993,-0.01,-0.6,,,DRAW
20,Brazil,1950.0,Group stage,3.5,2.33,1.17,,,,3.5,2.33,1.17,,,6.53,3.03,49.98,0.86,44.333,-0.51,16.082,-1.74,,,,,,,,,,,,,,,,,,,,,,,,WIN
21,Yugoslavia,1950.0,Group stage,2.33,3.5,-1.17,,,,2.33,3.5,-1.17,,,,,,,,,,,,,,,,6.53,,3.03,,49.98,,0.86,,44.333,,-0.51,,16.082,,-1.74,,,,LOSS
22,Chile,1950.0,Group stage,1.67,1.33,0.3399999999999998,,,,1.67,1.0,0.6699999999999999,,,8.92,1.89,53.89,0.65,37.955,-0.6,13.565,-1.59,,,,,,15.32,-6.4,1.56,0.3299999999999998,68.33,-14.439999999999998,0.28,0.37,24.211,13.744,-0.23,-0.37,9.619,3.946,-0.31,-1.28,,,WIN
23,United States,1950.0,Group stage,1.33,1.67,-0.3399999999999998,,,,1.0,1.67,-0.6699999999999999,,,15.32,1.56,68.33,0.28,24.211,-0.23,9.619,-0.31,,,,,,8.92,6.4,1.89,-0.3299999999999998,53.89,14.439999999999998,0.65,-0.37,37.955,-13.744,-0.6,0.37,13.565,-3.946,-1.59,1.28,,,LOSS
24,Italy,1950.0,Group stage,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,155.14,0.77,65.75,0.59,18.477,-0.7,9.969,-0.34,,,,,,3.78,151.36,2.28,-1.5099999999999998,62.5,3.25,0.18,0.41,45.049,-26.572,-0.75,0.05,8.916,1.052999999999999,-0.61,0.2699999999999999,,,WIN
25,Paraguay,1950.0,Group stage,1.0,2.0,-1.0,,,,1.0,2.0,-1.0,,,3.78,2.28,62.5,0.18,45.049,-0.75,8.916,-0.61,,,,,,155.14,-151.36,0.77,1.5099999999999998,65.75,-3.25,0.59,-0.41,18.477,26.572,-0.7,-0.05,9.969,-1.052999999999999,-0.34,-0.2699999999999999,,,LOSS
26,Uruguay,1950.0,Group stage,3.75,0.0,3.75,,,,3.75,0.0,3.75,,,12.8,0.98,65.71,0.31,20.944,0.67,10.636,-0.82,,,,,,2.86,9.94,1.52,-0.54,39.07,26.639999999999997,0.73,-0.42,44.769,-23.825,-0.24,0.91,28.655,-18.019,-1.95,1.13,,,WIN
27,Bolivia,1950.0,Group stage,0.0,3.75,-3.75,,,,0.0,3.75,-3.75,,,2.86,1.52,39.07,0.73,44.769,-0.24,28.655,-1.95,,,,,,12.8,-9.94,0.98,0.54,65.71,-26.639999999999997,0.31,0.42,20.944,23.825,0.67,-0.91,10.636,18.019,-0.82,-1.13,,,LOSS
28,Spain,1950.0,Group stage,1.67,0.67,1.0,,,,1.67,0.67,1.0,,,55.75,0.49,63.33,1.0,20.135,1.02,10.457,-1.45,,,,,,206.36,-150.61,0.43,0.06,68.93,-5.6000000000000085,0.35,0.65,14.641,5.4940000000000015,1.74,-0.72,11.801,-1.3439999999999994,-0.23,-1.22,,,WIN
29,England,1950.0,Group stage,0.67,1.67,-1.0,,,,0.67,1.67,-1.0,,,206.36,0.43,68.93,0.35,14.641,1.74,11.801,-0.23,,,,,,55.75,150.61,0.49,-0.06,63.33,5.6000000000000085,1.0,-0.65,20.135,-5.4940000000000015,1.02,0.72,10.457,1.3439999999999994,-1.45,1.22,,,LOSS
30,Switzerland,1950.0,Group stage,1.33,0.67,0.66,,,,1.33,0.33,1.0,,,114.99,1.18,68.79,0.4,17.092,0.31,10.232,-0.47,,,,,,14.42,100.57,2.64,-1.4600000000000002,48.86,19.930000000000007,1.91,-1.5099999999999998,47.926,-30.834000000000003,-0.58,0.8899999999999999,17.876,-7.644000000000002,-3.45,2.9800000000000004,,,WIN
31,Mexico,1950.0,Group stage,0.67,1.33,-0.66,,,,0.33,1.33,-1.0,,,14.42,2.64,48.86,1.91,47.926,-0.58,17.876,-3.45,,,,,,114.99,-100.57,1.18,1.4600000000000002,68.79,-19.930000000000007,0.4,1.5099999999999998,17.092,30.834000000000003,0.31,-0.8899999999999999,10.232,7.644000000000002,-0.47,-2.9800000000000004,,,LOSS
32,Brazil,1950.0,Final stage,3.5,2.2,1.2999999999999998,,,,3.5,2.0,1.5,,,6.53,3.03,49.98,0.86,44.333,-0.51,16.082,-1.74,,,,,,15.8,-9.27,0.77,2.26,71.45,-21.47000000000001,0.29,0.5700000000000001,15.741,28.592,-1.19,0.6799999999999999,9.741,6.341000000000001,-0.01,-1.73,,,WIN
33,Sweden,1950.0,Final stage,2.2,3.5,-1.2999999999999998,,,,2.0,3.5,-1.5,,,15.8,0.77,71.45,0.29,15.741,-1.19,9.741,-0.01,,,,,,6.53,9.27,3.03,-2.26,49.98,21.47000000000001,0.86,-0.5700000000000001,44.333,-28.592,-0.51,-0.6799999999999999,16.082,-6.341000000000001,-1.74,1.73,,,LOSS
34,Uruguay,1950.0,Final stage,3.75,1.67,2.08,,,,3.75,1.67,2.08,,,12.8,0.98,65.71,0.31,20.944,0.67,10.636,-0.82,,,,,,55.75,-42.95,0.49,0.49,63.33,2.3799999999999955,1.0,-0.69,20.135,0.8089999999999975,1.02,-0.35,10.457,0.1789999999999985,-1.45,0.63,,,DRAW
35,Spain,1950.0,Final stage,1.67,3.75,-2.08,,,,1.67,3.75,-2.08,,,55.75,0.49,63.33,1.0,20.135,1.02,10.457,-1.45,,,,,,12.8,42.95,0.98,-0.49,65.71,-2.3799999999999955,0.31,0.69,20.944,-0.8089999999999975,0.67,0.35,10.636,-0.1789999999999985,-0.82,-0.63,,,DRAW
36,Brazil,1950.0,Final stage,3.5,1.67,1.83,,,,3.5,1.67,1.83,,,6.53,3.03,49.98,0.86,44.333,-0.51,16.082,-1.74,,,,,,55.75,-49.22,0.49,2.54,63.33,-13.35,1.0,-0.14,20.135,24.198,1.02,-1.53,10.457,5.625,-1.45,-0.29,,,WIN
37,Spain,1950.0,Final stage,1.67,3.5,-1.83,,,,1.67,3.5,-1.83,,,55.75,0.49,63.33,1.0,20.135,1.02,10.457,-1.45,,,,,,6.53,49.22,3.03,-2.54,49.98,13.35,0.86,0.14,44.333,-24.198,-0.51,1.53,16.082,-5.625,-1.74,0.29,,,LOSS
38,Uruguay,1950.0,Final stage,3.75,2.2,1.5499999999999998,,,,3.75,2.0,1.75,,,12.8,0.98,65.71,0.31,20.944,0.67,10.636,-0.82,,,,,,15.8,-3.0,0.77,0.2099999999999999,71.45,-5.740000000000009,0.29,0.02,15.741,5.202999999999999,-1.19,1.86,9.741,0.8949999999999996,-0.01,-0.8099999999999999,,,WIN
39,Sweden,1950.0,Final stage,2.2,3.75,-1.5499999999999998,,,,2.0,3.75,-1.75,,,15.8,0.77,71.45,0.29,15.741,-1.19,9.741,-0.01,,,,,,12.8,3.0,0.98,-0.2099999999999999,65.71,5.740000000000009,0.31,-0.02,20.944,-5.202999999999999,0.67,-1.86,10.636,-0.8949999999999996,-0.82,0.8099999999999999,,,LOSS
40,Sweden,1950.0,Final stage,2.2,1.67,0.5300000000000002,,,,2.0,1.67,0.33,,,15.8,0.77,71.45,0.29,15.741,-1.19,9.741,-0.01,,,,,,55.75,-39.95,0.49,0.28,63.33,8.120000000000005,1.0,-0.71,20.135,-4.394000000000002,1.02,-2.21,10.457,-0.7160000000000011,-1.45,1.44,,,WIN
41,Spain,1950.0,Final stage,1.67,2.2,-0.5300000000000002,,,,1.67,2.0,-0.33,,,55.75,0.49,63.33,1.0,20.135,1.02,10.457,-1.45,,,,,,15.8,39.95,0.77,-0.28,71.45,-8.120000000000005,0.29,0.71,15.741,4.394000000000002,-1.19,2.21,9.741,0.7160000000000011,-0.01,-1.44,,,LOSS
42,Uruguay,1950.0,Final stage,3.75,3.5,0.25,,,,3.75,3.5,0.25,,,12.8,0.98,65.71,0.31,20.944,0.67,10.636,-0.82,,,,,,6.53,6.2700000000000005,3.03,-2.05,49.98,15.729999999999997,0.86,-0.55,44.333,-23.389,-0.51,1.1800000000000002,16.082,-5.4460000000000015,-1.74,0.92,,,WIN
43,Brazil,1950.0,Final stage,3.5,3.75,-0.25,,,,3.5,3.75,-0.25,,,6.53,3.03,49.98,0.86,44.333,-0.51,16.082,-1.74,,,,,,12.8,-6.2700000000000005,0.98,2.05,65.71,-15.729999999999997,0.31,0.55,20.944,23.389,0.67,-1.1800000000000002,10.636,5.4460000000000015,-0.82,-0.92,,,LOSS
0,Uruguay,1954.0,Group stage,3.0,0.0,3.0,,,,3.0,0.0,3.0,,,13.43,1.29,66.51,0.3,21.504,0.66,10.288,-0.84,,,,,,,,,,,,,,,,,,,,,,,,WIN
1,Czechoslovakia,1954.0,Group stage,0.0,3.0,-3.0,,,,0.0,3.0,-3.0,,,,,,,,,,,,,,,,13.43,,1.29,,66.51,,0.3,,21.504,,0.66,,10.288,,-0.84,,,,LOSS
2,Yugoslavia,1954.0,Group stage,0.6,1.0,-0.4,,,,0.6,0.5,0.0999999999999999,,,,,,,,,,,,,,,,79.39,,0.85,,68.12,,0.63,,18.757,,-0.93,,12.349,,-1.45,,,,WIN
3,France,1954.0,Group stage,1.0,0.6,0.4,,,,0.5,0.6,-0.0999999999999999,,,79.39,0.85,68.12,0.63,18.757,-0.93,12.349,-1.45,,,,,,,,,,,,,,,,,,,,,,,,LOSS
4,Brazil,1954.0,Group stage,2.4,1.0,1.4,,,,2.1,1.0,1.1,,,7.36,3.08,51.68,0.83,43.417,-0.52,14.944,-1.86,,,,,,16.01,-8.650000000000002,2.73,0.3500000000000001,52.52,-0.8400000000000034,1.77,-0.94,46.812,-3.394999999999996,-0.59,0.0699999999999999,15.326,-0.3819999999999997,-3.99,2.13,,,WIN
5,Mexico,1954.0,Group stage,1.0,2.4,-1.4,,,,1.0,2.1,-1.1,,,16.01,2.73,52.52,1.77,46.812,-0.59,15.326,-3.99,,,,,,7.36,8.650000000000002,3.08,-0.3500000000000001,51.68,0.8400000000000034,0.83,0.94,43.417,3.394999999999996,-0.52,-0.0699999999999999,14.944,0.3819999999999997,-1.86,-2.13,,,LOSS
6,Austria,1954.0,Group stage,3.2,0.0,3.2,,,,3.0,0.0,3.0,,,82.81,0.1,67.13,0.44,15.972,3.03,12.399,0.4,,,,,,210.14,-127.32999999999998,0.44,-0.3399999999999999,69.89,-2.760000000000005,0.34,0.0999999999999999,15.645,0.3269999999999999,1.63,1.4,11.695,0.7039999999999988,-0.22,0.62,,,WIN
7,Scotland,1954.0,Group stage,0.0,3.2,-3.2,,,,0.0,3.0,-3.0,,,210.14,0.44,69.89,0.34,15.645,1.63,11.695,-0.22,,,,,,82.81,127.32999999999998,0.1,0.3399999999999999,67.13,2.760000000000005,0.44,-0.0999999999999999,15.972,-0.3269999999999999,3.03,-1.4,12.399,-0.7039999999999988,0.4,-0.62,,,LOSS
8,Switzerland,1954.0,Group stage,2.75,2.0,0.75,,,,2.75,1.67,1.08,,,121.15,1.28,69.89,0.39,17.3,0.3,10.036,-0.49,,,,,,159.72,-38.56999999999999,0.62,0.66,67.29,2.5999999999999943,0.57,-0.1799999999999999,17.953,-0.6529999999999987,-0.72,1.02,9.833,0.2029999999999994,-0.34,-0.1499999999999999,,,WIN
9,Italy,1954.0,Group stage,2.0,2.75,-0.75,,,,1.67,2.75,-1.08,,,159.72,0.62,67.29,0.57,17.953,-0.72,9.833,-0.34,,,,,,121.15,38.56999999999999,1.28,-0.66,69.89,-2.5999999999999943,0.39,0.1799999999999999,17.3,0.6529999999999987,0.3,-1.02,10.036,-0.2029999999999994,-0.49,0.1499999999999999,,,LOSS
10,Hungary,1954.0,Group stage,5.06,0.0,5.06,,,,4.87,0.0,4.87,,,105.59,1.22,65.17,0.9,19.512,-3.67,10.878,-1.78,,,,,,,,,,,,,,,,,,,,,,,,WIN
11,Korea Republic,1954.0,Group stage,0.0,5.06,-5.06,,,,0.0,4.87,-4.87,,,,,,,,,,,,,,,,105.59,,1.22,,65.17,,0.9,,19.512,,-3.67,,10.878,,-1.78,,,,LOSS
12,England,1954.0,Group stage,2.4,1.71,0.69,,,,2.4,1.71,0.69,,,210.14,0.44,69.89,0.34,15.645,1.63,11.695,-0.22,,,,,,289.37,-79.23000000000002,0.54,-0.1,68.47,1.4200000000000017,0.48,-0.1399999999999999,16.884,-1.2390000000000008,0.53,1.1,12.131,-0.4359999999999999,-0.41,0.1899999999999999,,,DRAW
13,Belgium,1954.0,Group stage,1.71,2.4,-0.69,,,,1.71,2.4,-0.69,,,289.37,0.54,68.47,0.48,16.884,0.53,12.131,-0.41,,,,,,210.14,79.23000000000002,0.44,0.1,69.89,-1.4200000000000017,0.34,0.1399999999999999,15.645,1.2390000000000008,1.63,-1.1,11.695,0.4359999999999999,-0.22,-0.1899999999999999,,,DRAW
14,Uruguay,1954.0,Group stage,3.0,0.0,3.0,,,,3.0,0.0,3.0,,,13.43,1.29,66.51,0.3,21.504,0.66,10.288,-0.84,,,,,,210.14,-196.71,0.44,0.8500000000000001,69.89,-3.3799999999999955,0.34,-0.04,15.645,5.859000000000002,1.63,-0.97,11.695,-1.407,-0.22,-0.62,,,WIN
15,Scotland,1954.0,Group stage,0.0,3.0,-3.0,,,,0.0,3.0,-3.0,,,210.14,0.44,69.89,0.34,15.645,1.63,11.695,-0.22,,,,,,13.43,196.71,1.29,-0.8500000000000001,66.51,3.3799999999999955,0.3,0.04,21.504,-5.859000000000002,0.66,0.97,10.288,1.407,-0.84,0.62,,,LOSS
16,Brazil,1954.0,Group stage,2.4,0.6,1.7999999999999998,,,,2.1,0.6,1.5,,,7.36,3.08,51.68,0.83,43.417,-0.52,14.944,-1.86,,,,,,,,,,,,,,,,,,,,,,,,DRAW
17,Yugoslavia,1954.0,Group stage,0.6,2.4,-1.7999999999999998,,,,0.6,2.1,-1.5,,,,,,,,,,,,,,,,7.36,,3.08,,51.68,,0.83,,43.417,,-0.52,,14.944,,-1.86,,,,DRAW
18,Austria,1954.0,Group stage,3.2,0.0,3.2,,,,3.0,0.0,3.0,,,82.81,0.1,67.13,0.44,15.972,3.03,12.399,0.4,,,,,,,,,,,,,,,,,,,,,,,,WIN
19,Czechoslovakia,1954.0,Group stage,0.0,3.2,-3.2,,,,0.0,3.0,-3.0,,,,,,,,,,,,,,,,82.81,,0.1,,67.13,,0.44,,15.972,,3.03,,12.399,,0.4,,,,LOSS
20,France,1954.0,Group stage,1.0,1.0,0.0,,,,0.5,1.0,-0.5,,,79.39,0.85,68.12,0.63,18.757,-0.93,12.349,-1.45,,,,,,16.01,63.38,2.73,-1.88,52.52,15.6,1.77,-1.14,46.812,-28.055,-0.59,-0.3400000000000001,15.326,-2.9770000000000003,-3.99,2.54,,,WIN
21,Mexico,1954.0,Group stage,1.0,1.0,0.0,,,,1.0,0.5,0.5,,,16.01,2.73,52.52,1.77,46.812,-0.59,15.326,-3.99,,,,,,79.39,-63.38,0.85,1.88,68.12,-15.6,0.63,1.14,18.757,28.055,-0.93,0.3400000000000001,12.349,2.9770000000000003,-1.45,-2.54,,,LOSS
22,Hungary,1954.0,Group stage,5.06,4.0,1.0599999999999996,,,,4.87,3.67,1.2000000000000002,,,105.59,1.22,65.17,0.9,19.512,-3.67,10.878,-1.78,,,,,,199.18,-93.59,0.28,0.94,68.08,-2.9099999999999966,0.41,0.49,16.048,3.464000000000002,1.15,-4.82,11.285,-0.407,0.73,-2.51,,,WIN
23,Germany,1954.0,Group stage,4.0,5.06,-1.0599999999999996,,,,3.67,4.87,-1.2000000000000002,,,199.18,0.28,68.08,0.41,16.048,1.15,11.285,0.73,,,,,,105.59,93.59,1.22,-0.94,65.17,2.9099999999999966,0.9,-0.49,19.512,-3.464000000000002,-3.67,4.82,10.878,0.407,-1.78,2.51,,,LOSS
24,Italy,1954.0,Group stage,2.0,1.71,0.29,,,,1.67,1.71,-0.04,,,159.72,0.62,67.29,0.57,17.953,-0.72,9.833,-0.34,,,,,,289.37,-129.65,0.54,0.0799999999999999,68.47,-1.1799999999999926,0.48,0.0899999999999999,16.884,1.068999999999999,0.53,-1.25,12.131,-2.298,-0.41,0.0699999999999999,,,WIN
25,Belgium,1954.0,Group stage,1.71,2.0,-0.29,,,,1.71,1.67,0.04,,,289.37,0.54,68.47,0.48,16.884,0.53,12.131,-0.41,,,,,,159.72,129.65,0.62,-0.0799999999999999,67.29,1.1799999999999926,0.57,-0.0899999999999999,17.953,-1.068999999999999,-0.72,1.25,9.833,2.298,-0.34,-0.0699999999999999,,,LOSS
26,Switzerland,1954.0,Group stage,2.75,2.4,0.3500000000000001,,,,2.75,2.4,0.3500000000000001,,,121.15,1.28,69.89,0.39,17.3,0.3,10.036,-0.49,,,,,,210.14,-88.98999999999998,0.44,0.8400000000000001,69.89,0.0,0.34,0.0499999999999999,15.645,1.6550000000000011,1.63,-1.3299999999999998,11.695,-1.6590000000000007,-0.22,-0.27,,,LOSS
27,England,1954.0,Group stage,2.4,2.75,-0.3500000000000001,,,,2.4,2.75,-0.3500000000000001,,,210.14,0.44,69.89,0.34,15.645,1.63,11.695,-0.22,,,,,,121.15,88.98999999999998,1.28,-0.8400000000000001,69.89,0.0,0.39,-0.0499999999999999,17.3,-1.6550000000000011,0.3,1.3299999999999998,10.036,1.6590000000000007,-0.49,0.27,,,WIN
28,Switzerland,1954.0,Group stage play-off,2.75,2.0,0.75,,,,2.75,1.67,1.08,,,121.15,1.28,69.89,0.39,17.3,0.3,10.036,-0.49,,,,,,159.72,-38.56999999999999,0.62,0.66,67.29,2.5999999999999943,0.57,-0.1799999999999999,17.953,-0.6529999999999987,-0.72,1.02,9.833,0.2029999999999994,-0.34,-0.1499999999999999,,,WIN
29,Italy,1954.0,Group stage play-off,2.0,2.75,-0.75,,,,1.67,2.75,-1.08,,,159.72,0.62,67.29,0.57,17.953,-0.72,9.833,-0.34,,,,,,121.15,38.56999999999999,1.28,-0.66,69.89,-2.5999999999999943,0.39,0.1799999999999999,17.3,0.6529999999999987,0.3,-1.02,10.036,-0.2029999999999994,-0.49,0.1499999999999999,,,LOSS
30,Uruguay,1954.0,Quarter-finals,3.0,2.4,0.6000000000000001,,,,3.0,2.4,0.6000000000000001,,,13.43,1.29,66.51,0.3,21.504,0.66,10.288,-0.84,,,,,,210.14,-196.71,0.44,0.8500000000000001,69.89,-3.3799999999999955,0.34,-0.04,15.645,5.859000000000002,1.63,-0.97,11.695,-1.407,-0.22,-0.62,,,WIN
31,England,1954.0,Quarter-finals,2.4,3.0,-0.6000000000000001,,,,2.4,3.0,-0.6000000000000001,,,210.14,0.44,69.89,0.34,15.645,1.63,11.695,-0.22,,,,,,13.43,196.71,1.29,-0.8500000000000001,66.51,3.3799999999999955,0.3,0.04,21.504,-5.859000000000002,0.66,0.97,10.288,1.407,-0.84,0.62,,,LOSS
32,Switzerland,1954.0,Quarter-finals,2.75,3.2,-0.4500000000000002,,,,2.75,3.0,-0.25,,,121.15,1.28,69.89,0.39,17.3,0.3,10.036,-0.49,,,,,,82.81,38.34,0.1,1.18,67.13,2.760000000000005,0.44,-0.0499999999999999,15.972,1.3280000000000012,3.03,-2.73,12.399,-2.3629999999999995,0.4,-0.89,,,LOSS
33,Austria,1954.0,Quarter-finals,3.2,2.75,0.4500000000000002,,,,3.0,2.75,0.25,,,82.81,0.1,67.13,0.44,15.972,3.03,12.399,0.4,,,,,,121.15,-38.34,1.28,-1.18,69.89,-2.760000000000005,0.39,0.0499999999999999,17.3,-1.3280000000000012,0.3,2.73,10.036,2.3629999999999995,-0.49,0.89,,,WIN
34,Germany,1954.0,Quarter-finals,4.0,0.6,3.4,,,,3.67,0.6,3.07,,,199.18,0.28,68.08,0.41,16.048,1.15,11.285,0.73,,,,,,,,,,,,,,,,,,,,,,,,WIN
35,Yugoslavia,1954.0,Quarter-finals,0.6,4.0,-3.4,,,,0.6,3.67,-3.07,,,,,,,,,,,,,,,,199.18,,0.28,,68.08,,0.41,,16.048,,1.15,,11.285,,0.73,,,,LOSS
36,Hungary,1954.0,Quarter-finals,5.06,2.4,2.66,,,,4.87,2.1,2.77,,,105.59,1.22,65.17,0.9,19.512,-3.67,10.878,-1.78,,,,,,7.36,98.23,3.08,-1.86,51.68,13.490000000000002,0.83,0.07,43.417,-23.905,-0.52,-3.15,14.944,-4.066000000000001,-1.86,0.08,,,WIN
37,Brazil,1954.0,Quarter-finals,2.4,5.06,-2.66,,,,2.1,4.87,-2.77,,,7.36,3.08,51.68,0.83,43.417,-0.52,14.944,-1.86,,,,,,105.59,-98.23,1.22,1.86,65.17,-13.490000000000002,0.9,-0.07,19.512,23.905,-3.67,3.15,10.878,4.066000000000001,-1.78,-0.08,,,LOSS
38,Hungary,1954.0,Semi-finals,5.06,3.0,2.06,,,,4.87,3.0,1.87,,,105.59,1.22,65.17,0.9,19.512,-3.67,10.878,-1.78,,,,,,13.43,92.16,1.29,-0.07,66.51,-1.3400000000000034,0.3,0.6000000000000001,21.504,-1.9920000000000009,0.66,-4.33,10.288,0.5899999999999999,-0.84,-0.94,,,WIN
39,Uruguay,1954.0,Semi-finals,3.0,5.06,-2.06,,,,3.0,4.87,-1.87,,,13.43,1.29,66.51,0.3,21.504,0.66,10.288,-0.84,,,,,,105.59,-92.16,1.22,0.07,65.17,1.3400000000000034,0.9,-0.6000000000000001,19.512,1.9920000000000009,-3.67,4.33,10.878,-0.5899999999999999,-1.78,0.94,,,LOSS
40,Germany,1954.0,Semi-finals,4.0,3.2,0.7999999999999998,,,,3.67,3.0,0.6699999999999999,,,199.18,0.28,68.08,0.41,16.048,1.15,11.285,0.73,,,,,,82.81,116.37,0.1,0.18,67.13,0.9500000000000028,0.44,-0.03,15.972,0.0759999999999987,3.03,-1.88,12.399,-1.113999999999999,0.4,0.3299999999999999,,,WIN
41,Austria,1954.0,Semi-finals,3.2,4.0,-0.7999999999999998,,,,3.0,3.67,-0.6699999999999999,,,82.81,0.1,67.13,0.44,15.972,3.03,12.399,0.4,,,,,,199.18,-116.37,0.28,-0.18,68.08,-0.9500000000000028,0.41,0.03,16.048,-0.0759999999999987,1.15,1.88,11.285,1.113999999999999,0.73,-0.3299999999999999,,,LOSS
42,Austria,1954.0,Third-place match,3.2,3.0,0.2000000000000001,,,,3.0,3.0,0.0,,,82.81,0.1,67.13,0.44,15.972,3.03,12.399,0.4,,,,,,13.43,69.38,1.29,-1.19,66.51,0.6199999999999903,0.3,0.14,21.504,-5.532000000000002,0.66,2.37,10.288,2.110999999999999,-0.84,1.24,,,WIN
43,Uruguay,1954.0,Third-place match,3.0,3.2,-0.2000000000000001,,,,3.0,3.0,0.0,,,13.43,1.29,66.51,0.3,21.504,0.66,10.288,-0.84,,,,,,82.81,-69.38,0.1,1.19,67.13,-0.6199999999999903,0.44,-0.14,15.972,5.532000000000002,3.03,-2.37,12.399,-2.110999999999999,0.4,-1.24,,,LOSS
44,Germany,1954.0,Final,4.0,5.06,-1.0599999999999996,,,,3.67,4.87,-1.2000000000000002,,,199.18,0.28,68.08,0.41,16.048,1.15,11.285,0.73,,,,,,105.59,93.59,1.22,-0.94,65.17,2.9099999999999966,0.9,-0.49,19.512,-3.464000000000002,-3.67,4.82,10.878,0.407,-1.78,2.51,,,WIN
45,Hungary,1954.0,Final,5.06,4.0,1.0599999999999996,,,,4.87,3.67,1.2000000000000002,,,105.59,1.22,65.17,0.9,19.512,-3.67,10.878,-1.78,,,,,,199.18,-93.59,0.28,0.94,68.08,-2.9099999999999966,0.41,0.49,16.048,3.464000000000002,1.15,-4.82,11.285,-0.407,0.73,-2.51,,,LOSS
0,Sweden,1958.0,Group stage,2.0,0.33,1.67,,,,1.83,0.33,1.5,,,16.65,0.62,73.01,0.17,14.498,0.6,9.791,0.65,,,,,,17.91,-1.2600000000000016,2.92,-2.3,55.9,17.110000000000007,1.16,-0.99,45.679,-31.181000000000004,-0.65,1.25,13.024,-3.2329999999999988,-2.9,3.55,,,WIN
1,Mexico,1958.0,Group stage,0.33,2.0,-1.67,,,,0.33,1.83,-1.5,,,17.91,2.92,55.9,1.16,45.679,-0.65,13.024,-2.9,,,,,,16.65,1.2600000000000016,0.62,2.3,73.01,-17.110000000000007,0.17,0.99,14.498,31.181000000000004,0.6,-1.25,9.791,3.2329999999999988,0.65,-3.55,,,LOSS
2,Northern Ireland,1958.0,Group stage,1.13,2.08,-0.9500000000000002,,,,1.13,1.85,-0.7200000000000002,,,214.45,0.54,70.7,0.12,16.778,2.32,11.656,0.35,,,,,,,,,,,,,,,,,,,,,,,,WIN
3,Czechoslovakia,1958.0,Group stage,2.08,1.13,0.9500000000000002,,,,1.85,1.13,0.7200000000000002,,,,,,,,,,,,,,,,214.45,,0.54,,70.7,,0.12,,16.778,,2.32,,11.656,,0.35,,,,LOSS
4,Hungary,1958.0,Group stage,1.75,0.8,0.95,,,,1.75,0.8,0.95,,,106.8,0.57,67.29,0.56,16.445,-4.85,10.264,-0.22,,,,,,214.45,-107.65,0.54,0.0299999999999999,70.7,-3.4099999999999966,0.12,0.44,16.778,-0.3329999999999984,2.32,-7.17,11.656,-1.3920000000000012,0.35,-0.57,,,DRAW
